particle_number,contour_number,area_from_moment,fancy_area,arch_length,feret_x,feret_y,convexity,aspect_ratio,elongation
809,0,19.5,19.5,17.0711,5,5,0.975,1,1.45089
810,0,12,12,13.6569,5,5,0.96,1,1.32016
811,0,10.5,10.5,12.2426,5,5,1,1,1.27785
812,0,264.5,264.5,66.5269,5,5,0.916811,0,1.06956
813,0,25.5,25.5,20.7279,5,5,0.910714,1,1.14658
814,0,14.5,14.5,16.2426,5,5,0.966667,0,1.6907
815,0,26,26,24.1421,5,5,0.866667,1,2.6873
816,0,31,31,23.3137,5,5,0.885714,1,1.41207
817,0,11,11,13.6569,5,5,0.88,1,1.1109
818,0,14.5,14.5,15.0711,5,5,1,1,1.25038
819,0,7.5,7.5,10.2426,5,5,1,1,1.22911
820,0,69.5,69.5,38.0416,5,5,0.902597,0,1.77237
821,0,29,29,21.3137,5,5,0.95082,1,1.4869
822,0,134.5,134.5,73.0122,5,5,0.689744,1,1.95254
823,1,11.5,11.5,13.8995,17,12,0.92,1,1.08658
824,0,7,7,10.8284,5,5,0.933333,1,1.63908
825,0,29,29,21.3137,5,5,0.920635,1,1.20201
826,1,2,2,5.65685,10,6,1,1,999
827,0,3.5,3.5,8.24264,5,5,1,1,2.10749
828,0,13,13,13.6569,5,5,0.962963,1,1.10467
829,0,24,24,25.3137,5,5,0.872727,2,2.95361
830,0,5,5,10.8284,5,5,0.833333,1,2.56321
831,0,27.5,27.5,22.7279,5,5,0.887097,1,1.7052
832,0,15.5,15.5,15.0711,5,5,0.96875,1,1.37863
833,0,10,10,12.8284,5,5,0.952381,0,1.6647
834,0,18.5,18.5,17.0711,5,5,0.925,1,1.05458
835,0,136,136,48.6274,5,5,0.934708,1,1.7798
836,0,23.5,23.5,21.8995,5,5,0.839286,1,1.96894
837,0,20.5,20.5,17.8995,5,5,0.931818,0,1.034
838,0,32,32,23.3137,5,5,0.901408,0,1.25721
839,0,21,21,18.4853,5,5,0.933333,1,1.22501
840,0,29.5,29.5,21.8995,5,5,0.936508,0,1.44527
841,0,6.5,6.5,10.2426,5,5,0.928571,1,1.12962
842,0,22.5,22.5,18.2426,5,5,1,1,1.20519
843,0,2,2,6.82843,5,5,0.8,1,1.32951
844,0,48.5,48.5,30.7279,5,5,0.898148,0,1.95485
845,0,8,8,10.8284,5,5,1,1,1.41421
846,0,4,4,8,5,5,1,1,999
847,0,9.5,9.5,12.2426,5,5,1,1,1.65172
848,0,9.5,9.5,15.0711,5,5,0.76,1,1.03169
849,1,2,2,5.65685,7,7,1,1,999
850,0,13.5,13.5,15.0711,5,5,1,1,1.90111
851,0,52.5,52.5,30.3848,5,5,0.897436,0,1.43864
852,0,31,31,26.1421,5,5,0.826667,1,1.90949
853,0,100.5,100.5,59.5563,5,5,0.804,3,4.11059
854,0,112,112,101.255,5,5,0.478632,0,3.20715
855,0,29,29,29.3137,5,5,0.74359,2,2.86626
856,0,83.5,83.5,55.3553,5,5,0.719828,1,2.75103
857,0,120,120,54.7696,5,5,0.848057,1,1.93591
858,0,102.5,102.5,48.0416,5,5,0.833333,1,1.1131
859,0,19.5,19.5,19.8995,5,5,0.847826,1,1.50356
860,0,76.5,76.5,34.7279,5,5,0.944444,0,1.29471
861,0,71,71,57.1127,5,5,0.735751,2,5.03473
862,1,4,4,7.65685,8,6,1,0,1.41421
863,0,1363.5,1363.5,400.86,5,5,0.514723,1,2.31552
864,1,2,2,5.65685,37,41,1,1,999
865,2,2,2,5.65685,84,35,1,1,999
866,3,2,2,5.65685,27,34,1,1,999
867,4,2,2,5.65685,41,33,1,1,999
868,5,2,2,5.65685,26,32,1,1,999
869,6,2,2,5.65685,22,27,1,1,999
870,7,2,2,5.65685,51,26,1,1,999
871,8,2,2,5.65685,20,25,1,1,999
872,9,2,2,5.65685,42,24,1,1,999
873,10,7,7,10.4853,50,23,1,1,1.29099
874,11,2,2,5.65685,7,17,1,1,999
875,12,2,2,5.65685,18,15,1,1,999
876,13,2,2,5.65685,9,8,1,1,999
877,0,15,15,17.3137,5,5,0.833333,1,1.55537
878,0,64.5,64.5,72.669,5,5,0.551282,1,4.19765
879,1,2,2,5.65685,17,9,1,1,999
880,0,469.5,469.5,104.811,5,5,0.880863,1,2.33911
881,1,2,2,5.65685,6,8,1,1,999
882,0,37.5,37.5,24.7279,5,5,0.9375,1,1.71642
883,0,50.5,50.5,31.5563,5,5,0.893805,0,2.11895
884,1,2,2,5.65685,9,13,1,1,999
885,2,2,2,5.65685,10,10,1,1,999
886,0,37.5,37.5,32.0416,5,5,0.914634,1,2.90803
887,0,63,63,33.799,5,5,0.9,1,1.53325
888,0,25.5,25.5,27.5563,5,5,0.796875,0,3.06581
889,0,38.5,38.5,36.3848,5,5,0.810526,0,3.84254
890,0,8,8,16.4853,5,5,0.64,1,1.45981
891,0,116,116,66.7696,5,5,0.651685,1,2.30644
892,0,67,67,74.0833,5,5,0.515385,0,2.37736
893,1,2,2,5.65685,8,16,1,1,999
894,2,2,2,5.65685,8,9,1,1,999
895,3,2,2,5.65685,7,5,1,1,999
896,0,13.5,13.5,30.3848,5,5,0.519231,2,3.2228
897,0,109.5,109.5,55.3553,5,5,0.817164,0,1.46264
898,1,2,2,5.65685,11,13,1,1,999
899,0,37,37,28.4853,5,5,0.850575,1,1.86837
900,0,67.5,67.5,48.8701,5,5,0.737705,0,1.46144
901,0,371.5,371.5,99.1543,5,5,0.794652,1,1.41885
902,1,2,2,5.65685,14,28,1,1,999
903,2,2,2,5.65685,15,26,1,1,999
904,3,2,2,5.65685,14,24,1,1,999
905,4,2,2,5.65685,13,23,1,1,999
906,5,2,2,5.65685,25,22,1,1,999
907,6,2,2,5.65685,11,19,1,1,999
908,0,2.5,2.5,7.41421,5,5,0.833333,1,1.58592
909,0,44,44,26.9706,5,5,0.907216,0,1.32139
910,0,24.5,24.5,20.7279,5,5,0.907407,1,1.46745
911,0,103.5,103.5,68.1838,5,5,0.518797,0,1.44715
912,1,2,2,5.65685,10,9,1,1,999
913,0,115,115,84.4264,5,5,0.608466,0,4.06178
914,0,38,38,29.799,5,5,0.808511,1,1.44427
915,0,451.5,451.5,155.095,5,5,0.645461,0,1.08168
916,0,842.5,842.5,212.551,5,5,0.639226,1,1.16004
917,1,21.5,21.5,20.7279,30,25,0.914894,0,2.86483
918,2,2,2,5.65685,6,23,1,1,999
919,3,2,2,5.65685,29,21,1,1,999
920,4,2,2,5.65685,6,21,1,1,999
921,5,2,2,5.65685,29,5,1,1,999
922,0,7861,7861,1183.39,5,5,0.62765,0,1.44981
923,1,4,4,7.65685,85,140,1,1,1.41421
924,2,2,2,5.65685,81,140,1,1,999
925,3,2,2,5.65685,87,139,1,1,999
926,4,4,4,7.65685,82,139,1,1,1.41421
927,5,2,2,5.65685,76,138,1,1,999
928,6,2,2,5.65685,61,137,1,1,999
929,7,2,2,5.65685,87,136,1,1,999
930,8,4,4,7.65685,77,135,1,1,1.41421
931,9,2,2,5.65685,88,134,1,1,999
932,10,2,2,5.65685,53,132,1,1,999
933,11,4,4,7.65685,50,129,1,0,1.41421
934,12,2,2,5.65685,46,128,1,1,999
935,13,2,2,5.65685,37,128,1,1,999
936,14,2,2,5.65685,78,127,1,1,999
937,15,2,2,5.65685,56,127,1,1,999
938,16,6,6,9.65685,48,127,1,0,1.73205
939,17,2,2,5.65685,35,127,1,1,999
940,18,2,2,5.65685,53,126,1,1,999
941,19,2,2,5.65685,51,126,1,1,999
942,20,2,2,5.65685,49,126,1,1,999
943,21,2,2,5.65685,32,126,1,1,999
944,22,5.5,5.5,9.07107,47,125,1,1,1
945,23,2,2,5.65685,53,124,1,1,999
946,24,2,2,5.65685,36,124,1,1,999
947,25,2,2,5.65685,32,124,1,1,999
948,26,4,4,7.65685,51,123,1,0,1.41421
949,27,5.5,5.5,9.07107,45,123,1,1,1
950,28,2,2,5.65685,33,123,1,1,999
951,29,2,2,5.65685,31,123,1,1,999
952,30,2,2,5.65685,89,122,1,1,999
953,31,2,2,5.65685,55,122,1,1,999
954,32,2,2,5.65685,53,122,1,1,999
955,33,6,6,9.65685,49,122,1,0,1.73205
956,34,7,7,10.4853,38,122,1,0,1.44701
957,35,2,2,5.65685,97,121,1,1,999
958,36,2,2,5.65685,61,121,1,1,999
959,37,2,2,5.65685,48,121,1,1,999
960,38,7,7,10.4853,35,121,1,1,1.44701
961,39,2,2,5.65685,46,120,1,1,999
962,40,5.5,5.5,9.07107,95,119,1,1,1
963,41,2,2,5.65685,78,119,1,1,999
964,42,2,2,5.65685,62,119,1,1,999
965,43,5.5,5.5,9.07107,58,119,1,1,1
966,44,2,2,5.65685,54,119,1,1,999
967,45,2,2,5.65685,51,119,1,1,999
968,46,2,2,5.65685,41,119,1,1,999
969,47,2,2,5.65685,75,118,1,1,999
970,48,2,2,5.65685,59,118,1,1,999
971,49,6,6,9.65685,55,118,1,1,1.73205
972,50,2,2,5.65685,52,118,1,1,999
973,51,2,2,5.65685,93,115,1,1,999
974,52,2,2,5.65685,91,115,1,1,999
975,53,2,2,5.65685,78,115,1,1,999
976,54,2,2,5.65685,25,115,1,1,999
977,55,2,2,5.65685,94,114,1,1,999
978,56,2,2,5.65685,41,114,1,1,999
979,57,2,2,5.65685,105,113,1,1,999
980,58,2,2,5.65685,90,113,1,1,999
981,59,2,2,5.65685,88,113,1,1,999
982,60,2,2,5.65685,20,113,1,1,999
983,61,5.5,5.5,9.07107,24,112,1,1,1
984,62,4,4,7.65685,77,111,1,1,1.41421
985,63,2,2,5.65685,39,111,1,1,999
986,64,2,2,5.65685,29,111,1,1,999
987,65,2,2,5.65685,24,111,1,1,999
988,66,4,4,7.65685,102,110,1,0,1.41421
989,67,8.5,8.5,11.8995,26,110,0.944444,1,2.01498
990,68,2,2,5.65685,101,109,1,1,999
991,69,2,2,5.65685,97,109,1,1,999
992,70,2,2,5.65685,61,109,1,1,999
993,71,9,9,12.4853,41,109,0.9,0,1.2541
994,72,2,2,5.65685,28,109,1,1,999
995,73,4,4,7.65685,25,109,1,0,1.41421
996,74,7,7,10.4853,21,109,1,0,1.29099
997,75,2,2,5.65685,20,109,1,1,999
998,76,2,2,5.65685,45,108,1,1,999
999,77,2,2,5.65685,96,107,1,1,999
1000,78,2,2,5.65685,67,107,1,1,999
1001,79,2,2,5.65685,43,107,1,1,999
1002,80,2,2,5.65685,101,106,1,1,999
1003,81,2,2,5.65685,99,106,1,1,999
1004,82,2,2,5.65685,46,106,1,1,999
1005,83,2,2,5.65685,44,106,1,1,999
1006,84,2,2,5.65685,97,105,1,1,999
1007,85,4,4,7.65685,47,105,1,1,1.41421
1008,86,2,2,5.65685,30,105,1,1,999
1009,87,2,2,5.65685,105,104,1,1,999
1010,88,2,2,5.65685,38,104,1,1,999
1011,89,2,2,5.65685,27,104,1,1,999
1012,90,5.5,5.5,9.07107,19,104,1,1,1
1013,91,7,7,10.4853,44,103,1,1,1.29099
1014,92,2,2,5.65685,37,103,1,1,999
1015,93,2,2,5.65685,30,103,1,1,999
1016,94,2,2,5.65685,28,103,1,1,999
1017,95,2,2,5.65685,44,102,1,1,999
1018,96,4,4,7.65685,35,102,1,1,1.41421
1019,97,2,2,5.65685,27,102,1,1,999
1020,98,2,2,5.65685,110,101,1,1,999
1021,99,2,2,5.65685,48,101,1,1,999
1022,100,2,2,5.65685,39,101,1,1,999
1023,101,2,2,5.65685,45,100,1,1,999
1024,102,4,4,7.65685,41,100,1,0,1.41421
1025,103,2,2,5.65685,25,99,1,1,999
1026,104,2,2,5.65685,47,98,1,1,999
1027,105,2,2,5.65685,42,98,1,1,999
1028,106,2,2,5.65685,27,98,1,1,999
1029,107,4,4,7.65685,60,97,1,1,1.41421
1030,108,2,2,5.65685,48,97,1,1,999
1031,109,2,2,5.65685,34,97,1,1,999
1032,110,2,2,5.65685,46,96,1,1,999
1033,111,2,2,5.65685,39,96,1,1,999
1034,112,6,6,9.65685,27,94,1,0,1.73205
1035,113,2,2,5.65685,21,94,1,1,999
1036,114,2,2,5.65685,61,93,1,1,999
1037,115,2,2,5.65685,41,93,1,1,999
1038,116,2,2,5.65685,36,93,1,1,999
1039,117,2,2,5.65685,40,91,1,1,999
1040,118,2,2,5.65685,34,91,1,1,999
1041,119,2,2,5.65685,36,90,1,1,999
1042,120,2,2,5.65685,32,90,1,1,999
1043,121,9.5,9.5,13.0711,37,86,0.904762,0,1.64965
1044,122,6,6,9.65685,112,85,1,1,1.73205
1045,123,4,4,7.65685,23,83,1,0,1.41421
1046,124,2,2,5.65685,22,82,1,1,999
1047,125,4,4,7.65685,14,80,1,1,1.41421
1048,126,2,2,5.65685,100,79,1,1,999
1049,127,2,2,5.65685,78,75,1,1,999
1050,128,2,2,5.65685,78,71,1,1,999
1051,129,2,2,5.65685,92,68,1,1,999
1052,130,2,2,5.65685,74,68,1,1,999
1053,131,2,2,5.65685,58,66,1,1,999
1054,132,4,4,7.65685,61,64,1,0,1.41421
1055,133,2,2,5.65685,56,63,1,1,999
1056,134,2,2,5.65685,80,62,1,1,999
1057,135,4,4,7.65685,75,61,1,0,1.41421
1058,136,2,2,5.65685,92,55,1,1,999
1059,137,2,2,5.65685,77,55,1,1,999
1060,138,2,2,5.65685,72,54,1,1,999
1061,139,2,2,5.65685,81,52,1,1,999
1062,140,2,2,5.65685,103,51,1,1,999
1063,141,5.5,5.5,9.07107,76,51,1,1,1
1064,142,2,2,5.65685,73,50,1,1,999
1065,143,2,2,5.65685,64,50,1,1,999
1066,144,2,2,5.65685,74,49,1,1,999
1067,145,2,2,5.65685,78,47,1,1,999
1068,146,2,2,5.65685,68,47,1,1,999
1069,147,2,2,5.65685,61,47,1,1,999
1070,148,2,2,5.65685,79,46,1,1,999
1071,149,2,2,5.65685,75,46,1,1,999
1072,150,4,4,7.65685,69,46,1,1,1.41421
1073,151,2,2,5.65685,123,44,1,1,999
1074,152,7,7,10.4853,75,43,1,1,1.44701
1075,153,2,2,5.65685,68,34,1,1,999
1076,154,2,2,5.65685,71,32,1,1,999
1077,155,2,2,5.65685,77,31,1,1,999
1078,156,4,4,7.65685,77,27,1,1,1.41421
1079,157,4,4,7.65685,63,25,1,0,1.41421
1080,158,2,2,5.65685,78,23,1,1,999
1081,159,2,2,5.65685,99,22,1,1,999
1082,160,2,2,5.65685,82,22,1,1,999
1083,161,2,2,5.65685,81,20,1,1,999
1084,162,9.5,9.5,11.8995,71,18,1,1,1.29099
1085,163,2,2,5.65685,98,17,1,1,999
1086,164,2,2,5.65685,119,9,1,1,999
1087,165,2,2,5.65685,65,9,1,1,999
1088,0,551.5,551.5,216.208,5,5,0.55455,1,1.35204
1089,1,2,2,5.65685,42,22,1,1,999
1090,2,2,2,5.65685,38,22,1,1,999
1091,3,2,2,5.65685,44,21,1,1,999
1092,4,2,2,5.65685,44,18,1,1,999
1093,5,2,2,5.65685,38,18,1,1,999
1094,6,5.5,5.5,9.07107,34,18,1,1,1
1095,7,2,2,5.65685,26,15,1,1,999
1096,8,2,2,5.65685,40,13,1,1,999
1097,9,4,4,7.65685,38,13,1,0,1.41421
1098,10,2,2,5.65685,38,10,1,1,999
1099,11,7,7,10.4853,28,10,1,0,1.29099
1100,12,2,2,5.65685,28,6,1,1,999
1101,0,63,63,35.799,5,5,0.851351,1,1.40536
1102,0,260.5,260.5,71.6985,5,5,0.904514,1,1.87209
1103,0,10,10,11.6569,5,5,1,0,1.22474
1104,0,35,35,26.9706,5,5,0.853659,1,1.52614
1105,1,2,2,5.65685,12,5,1,1,999
1106,0,142.5,142.5,59.6985,5,5,0.800562,1,1.58914
1107,1,4,4,7.65685,12,17,1,1,1.41421
1108,0,286.5,286.5,93.0122,5,5,0.759947,1,1.40602
1109,0,269.5,269.5,87.4975,5,5,0.781159,0,1.61435
1110,0,6896,6896,978.029,5,5,0.593255,1,1.50261
1111,1,2,2,5.65685,40,120,1,1,999
1112,2,2,2,5.65685,45,119,1,1,999
1113,3,2,2,5.65685,35,119,1,1,999
1114,4,2,2,5.65685,45,117,1,1,999
1115,5,2,2,5.65685,39,117,1,1,999
1116,6,2,2,5.65685,36,117,1,1,999
1117,7,2,2,5.65685,48,116,1,1,999
1118,8,4,4,7.65685,29,116,1,0,1.41421
1119,9,4,4,7.65685,30,115,1,1,1.41421
1120,10,2,2,5.65685,28,115,1,1,999
1121,11,2,2,5.65685,25,115,1,1,999
1122,12,2,2,5.65685,21,114,1,1,999
1123,13,2,2,5.65685,43,113,1,1,999
1124,14,2,2,5.65685,38,113,1,1,999
1125,15,2,2,5.65685,36,113,1,1,999
1126,16,7.5,7.5,11.0711,27,113,0.9375,1,1.54785
1127,17,2,2,5.65685,22,113,1,1,999
1128,18,11,11,14.4853,16,112,0.916667,1,1.31679
1129,19,2,2,5.65685,36,111,1,1,999
1130,20,2,2,5.65685,33,111,1,1,999
1131,21,2,2,5.65685,29,111,1,1,999
1132,22,2,2,5.65685,20,111,1,1,999
1133,23,2,2,5.65685,14,111,1,1,999
1134,24,2,2,5.65685,34,109,1,1,999
1135,25,5.5,5.5,9.07107,27,109,1,1,1
1136,26,2,2,5.65685,30,108,1,1,999
1137,27,2,2,5.65685,29,107,1,1,999
1138,28,4,4,7.65685,26,107,1,1,1.41421
1139,29,2,2,5.65685,33,105,1,1,999
1140,30,4,4,7.65685,27,105,1,1,1.41421
1141,31,2,2,5.65685,25,105,1,1,999
1142,32,2,2,5.65685,10,97,1,1,999
1143,33,2,2,5.65685,6,94,1,1,999
1144,34,2,2,5.65685,98,93,1,1,999
1145,35,2,2,5.65685,101,92,1,1,999
1146,36,2,2,5.65685,100,91,1,1,999
1147,37,2,2,5.65685,132,84,1,1,999
1148,38,2,2,5.65685,133,83,1,1,999
1149,39,2,2,5.65685,137,77,1,1,999
1150,40,2,2,5.65685,136,75,1,1,999
1151,41,4,4,7.65685,144,71,1,1,1.41421
1152,42,2,2,5.65685,61,64,1,1,999
1153,43,5.5,5.5,9.07107,57,62,1,1,1
1154,44,2,2,5.65685,56,61,1,1,999
1155,45,2,2,5.65685,61,60,1,1,999
1156,46,7,7,10.4853,55,58,1,0,1.44701
1157,47,2,2,5.65685,54,58,1,1,999
1158,48,2,2,5.65685,74,57,1,1,999
1159,49,2,2,5.65685,62,57,1,1,999
1160,50,2,2,5.65685,63,56,1,1,999
1161,51,2,2,5.65685,61,56,1,1,999
1162,52,2,2,5.65685,57,56,1,1,999
1163,53,2,2,5.65685,64,53,1,1,999
1164,54,7,7,10.4853,66,52,1,0,1.29099
1165,55,2,2,5.65685,61,52,1,1,999
1166,56,2,2,5.65685,62,51,1,1,999
